source,campaign_name,campaign_id,campaign_corrected,is_stada
tiktok,Rocket10_Android_TikTok_1004_Onfy_DE_RV_GRANinst13 (1729823927414785),1729823927414785,rocket10,0
tiktok,Rocket10_Android_TikTok_1104_Onfy_DE_RV_GRANpurch35 (1729825885430801),1729825885430801,rocket10,0
tiktok,Rocket10_Android_TT_1104_Onfy_DE_aba_top3_3adsets_prem_1 (1729828233444402),1729828233444402,rocket10,0
tiktok,Rocket10_Android_TT_Onfy_DE_1204_la_purch_inter_bidmax (1729887339515905),1729887339515905,rocket10,0
tiktok,Rocket10_Android_TT_Onfy_DE_1204_OM_purch_kosmet_bidmax (1729910641630241),1729910641630241,rocket10,0
tiktok,Rocket10_Android_TT_Onfy_DE_1204_OM_purch_kosmet_inapp_purch (1729912356849697),1729912356849697,rocket10,0
tiktok,Rocket10_Android_TikTok_Onfy_DE_1304_OR_newpurch_high (1729988082451521),1729988082451521,rocket10,0
tiktok,Rocket10_Android_TT_1304_Onfy_DE_AP_my_cbo (1729991454114818),1729991454114818,rocket10,0
tiktok,Rocket10_Android_TT_Onfy_DE_1304_la_starttrial_interW35_auto (1730003567675425),1730003567675425,rocket10,0
tiktok,Rocket10_Android_TT_1304_Onfy_DE_aba_top3_START_1 (1730004302410802),1730004302410802,rocket10,0
tiktok,Rocket10_Android_TikTok_Onfy_DE_1404_ANI_go25 (1730092270415906),1730092270415906,rocket10,0
tiktok,Rocket10_android_TikTok_Onfy_1404_DE_OM_second_purch (1730092443859969),1730092443859969,rocket10,0
tiktok,Rocket10_Android_TT_1404_Onfy_DE_AP_my_st (1730096383346706),1730096383346706,rocket10,0
tiktok,Rocket10_Android_TT_Onfy_DE_1604_AP_ol_mx (1730250833167362),1730250833167362,rocket10,0
tiktok,Rocket10_Android_TikTok_Onfy_DE_1604_ANI_olv2 (1730265846184978),1730265846184978,rocket10,0
tiktok,Rocket10_Android_TT_Onfy_DE_1604_AP_ol_inst (1730286544390177),1730286544390177,rocket10,0
tiktok,Rocket10_Android_TT_Onfy_DE_1704_AC_purh_tt_stol (1730304549147649),1730304549147649,rocket10,0
tiktok,Rocket10_Android_TikTok_Onfy_DE_1804_ANI_bla3 (1730436958559233),1730436958559233,rocket10,0
tiktok,Rocket10_Android_TT_Onfy_DE_1804_la_installTEST_interW35 (1730449388146785),1730449388146785,rocket10,0
tiktok,Rocket10_android_TikTok_Onfy_1804_DE_OR_Dre_white_purch_dyn (1730453690594337),1730453690594337,rocket10,0
tiktok,Rocket10_android_TikTok_Onfy_1804_DE_OM_adtocart_dance (1730460517025793),1730460517025793,rocket10,0
tiktok,Rocket10_android_TikTok_Onfy_1804_DE_OM_starttrial_bloger_w_blond (1730463169395762),1730463169395762,rocket10,0
tiktok,Rocket10_android_TikTok_Onfy_1804_DE_OM_starttrial_bumaga (1730464101334017),1730464101334017,rocket10,0
tiktok,Rocket10_android_TikTok_Onfy_1804_DE_OM_adtocart_bumaga (1730464479900673),1730464479900673,rocket10,0
tiktok,Rocket10_Android_TikTok_1904_Onfy_DE_RV_srav (1730542133467186),1730542133467186,rocket10,0
tiktok,Rocket10_Android_TikTok_Onfy_DE_2004_ANI_go4 (1730630227985458),1730630227985458,rocket10,0
google,ohm_web_google|plt:s|tg:ssa|t:generic|st:1|sst:nu|mt:b|d:all|f:all|fs:nu|g0v0| (17306865271),17306865271,ohm,0
tiktok,Rocket10_android_TikTok_Onfy_2204_DE_OM_starttrial_i_e (1730814758093858),1730814758093858,rocket10,0
tiktok,Rocket10_Android_TikTok_Onfy_DE_2504_AK_mrmm (1731070273875986),1731070273875986,rocket10,0
tiktok,Rocket10_android_TikTok_Onfy_2604_DE_AM_t4 (1731176738861073),1731176738861073,rocket10,0
tiktok,Rocket10_android_TikTok_Onfy_2604_DE_AM_t8 (1731181073369137),1731181073369137,rocket10,0
tiktok,Rocket10_android_TikTok_Onfy_2604_DE_AM_t11 (1731183967519746),1731183967519746,rocket10,0
tiktok,Rocket10_android_TikTok_Onfy_2604_DE_AM_t12 (1731184176573457),1731184176573457,rocket10,0
tiktok,Rocket10_android_TikTok_Onfy_2604_DE_AM_t16 (1731185567969281),1731185567969281,rocket10,0
tiktok,Rocket10_android_TikTok_Onfy_2904_DE_AM_ft (1731451600758802),1731451600758802,rocket10,0
tiktok,Rocket10_Android_TikTok_Onfy_DE_3004_ANI_vilknoz (1731520264354817),1731520264354817,rocket10,0
tiktok,Whiteleads_EK_onfy_and (1732997740448802),1732997740448802,whiteleads,0
tiktok,AdChaampagne_Onfy_PF_03/06_slider (1734629208786962),1734629208786962,adchampagne,0
google,ohm_web_google|plt:s|tg:dsa|t:mod|st:feed|sst:2|mt:nu|d:all|f:all|fs:nu|g0v0| (17432491607),17432491607,ohm,0
google,ohm_web_google|plt:s|tg:dsa|t:mod|st:feed|sst:3|mt:nu|d:all|f:all|fs:nu|g0v0| (17432491628),17432491628,ohm,0
google,ohm_web_google|plt:s|tg:ssa|t:riz|st:1|sst:0|mt:nu|d:all|f:all|fs:nu|g0v1| (17536972036),17536972036,ohm,0
google,ohm_web_google|plt:s|tg:ssa|t:riz|st:1|sst:0|mt:b|d:all|f:all|fs:nu|g0v1| (17536972057),17536972057,ohm,0
google,ohm_web_google|plt:s|tg:ssa|t:generic|st:onl|sst:nu|mt:nu|d:all|f:all|fs:nu|g1v0| (17593699365),17593699365,ohm,0
google,ohm_web_google|plt:s|tg:ssa|t:riz|st:2|sst:0|mt:e|d:all|f:all|fs:nu|g0v1| (17728335586),17728335586,ohm,0
google,ohm_web_google|plt:s|tg:ssa|t:riz|st:1|sst:1|mt:b|d:all|f:all|fs:nu|g0v1| (17998036503),17998036503,ohm,0
google,ohm_web_google|plt:s|tg:ssa|t:generic|st:onl|sst:1|mt:e|d:all|f:all|fs:nu|g2v0| (18091391165),18091391165,ohm,0
google,shopping_test (18313448369),18313448369,shopping,0
google,ohm_web_google|plt:s|tg:dsa|t:mod|st:feed|sst:25|mt:nu|d:all|f:all|fs:nu|g1v0| (18571224429),18571224429,ohm,0
google,ohm_web_google|plt:s|tg:dsa|t:mod|st:feed|sst:10|mt:nu|d:all|f:all|fs:nu|g1v0| (18580527299),18580527299,ohm,0
google,shopping_click optimized (18917945268),18917945268,shopping_click optimized,0
facebook,ohmsd_android_fb_de_purchase (23849976949960489),23849976949960489,ohmsd,0
facebook,Web_Prosp_All_20+_Video_15.05.2022 Campaign (23850442525290198),23850442525290198,Web_Prosp_All_20+_Video,0
facebook,ohmsd_android_fb_de_installs (23851032737300489),23851032737300489,ohmsd,0
facebook,WEB_Prosp_All_20+_Catalog_22.08.2022 (23851236939720198),23851236939720198,WEB_Prosp_All_20+_Catalog_22.08.2022,0
facebook,ohmsd_android_fb_de_installs_man (23851856488680489),23851856488680489,ohmsd,0
facebook,Web_Prosp_All_20+_Hausapotheke – Kopie (23851859266250198),23851859266250198,Web_Prosp_All_20+_Hausapotheke,0
facebook,Web_Prosp_All_20+_Hausapotheke (23851859266250198),23851859266250198,Web_Prosp_All_20+_Hausapotheke,0
facebook,Web_Prosp_All_20+_Categories (23851859266250198),23851859266250198,Web_Prosp_All_20+_Categories,0
google,Onfy_Android_Google_UAC01.03.22 (16447789612),16447789612,Onfy_Android_Google_UAC01.03.22,0
facebook,22-12 | Advantage+ shopping campaign | ZweiDigital Kampagne,,22-12 | ASC+ | ZweiDigital,0
facebook,Web_Retargeting_DE_All_Catalog_08.02.2022 - Copied by Yuri,,Web_Retargeting_DE_All_Catalog_08.03.2022 - Copied by Yuri,0
google,Onfy_Android_Google_UAC31.03.22_inititate checkout (16723098643),16723098643,Onfy_Android_Google_UAC31.03.22_inititate,0
facebook,Onfy_WEB_Facebook_LAL_Purchase_All20_06.04.22,,Onfy_WEB_Facebook_Aitarget_LAL_Purchase_All20_06.04.22,0
google,DSA_DE_03.03.22 (16473562784),16473562784,DSA_DE_03.03.22,0
facebook,Advantage+ shopping campaign 12.08.2022 Campaign,,Onfy_Web_Advantage+ shopping campaign 12.08.2022 Campaign,0
facebook,Web_Prosp_All_20+_Catalog_08.05.2022,,Web_Prosp_All_20+_Catalog_08.05.2022,0
facebook,WEB_Prosp_All_20 _Catalog_08.03.2022 - Copied by Yuri,,WEB_Prosp_All_20+_Catalog_08.03.2022 - Copied by Yuri,0
facebook,Web_Prosp_All_20+_Video_15.05.2022 Campaign,,Web_Prosp_All_20+_Video_15.05.2022 Campaign,0
